age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
59.0,5,1,6,0,0,0,0,3,4,108.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
33.0,1,1,0,0,1,0,0,3,4,273.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,7,1,6,0,1,0,0,3,4,140.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
28.0,0,1,6,0,0,0,0,3,4,179.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
56.0,5,1,5,0,0,0,0,3,4,135.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
24.0,0,1,6,0,0,0,0,3,4,135.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,9,1,5,0,0,0,0,3,4,511.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,4,2,6,0,0,0,0,3,4,435.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
37.0,0,2,6,0,0,0,1,3,4,36.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
49.0,6,0,6,0,0,1,0,3,4,207.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,4,1,6,0,1,0,0,3,4,173.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,0,0,6,0,0,0,0,3,4,366.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
52.0,0,0,6,0,0,1,0,3,4,216.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
44.0,9,1,5,0,0,0,0,3,4,96.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
36.0,1,1,2,0,1,0,0,3,4,297.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
50.0,3,1,6,0,1,0,0,3,4,58.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,4,2,6,0,0,0,0,3,4,76.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,1,0,0,0,0,0,3,4,99.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,4,1,6,0,0,0,0,3,4,103.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,7,2,3,0,1,1,0,3,4,158.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
25.0,1,1,3,0,0,0,1,3,4,90.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,1,1,1,0,0,1,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
27.0,1,2,3,0,1,0,0,3,4,55.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
36.0,6,2,6,0,1,0,0,3,4,335.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
49.0,6,0,6,0,1,0,0,3,4,126.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
25.0,1,2,2,0,1,0,0,3,4,439.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,9,2,5,0,0,0,0,3,4,169.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,0,2,6,0,0,1,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
49.0,0,1,6,0,1,0,0,3,4,92.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,1,1,3,0,1,0,1,3,4,203.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
37.0,9,2,6,0,1,0,0,3,4,256.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,1,1,6,0,1,0,0,3,4,167.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
24.0,0,1,6,0,1,0,0,3,4,134.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,1,1,1,0,0,0,0,3,4,85.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,9,1,5,0,1,0,0,3,4,172.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
53.0,2,0,6,0,0,0,1,3,4,383.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,7,2,3,0,1,0,1,3,4,588.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,1,2,0,0,0,0,3,4,152.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
51.0,1,1,0,0,0,1,1,3,4,25.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,1,1,2,0,1,0,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
24.0,0,1,6,0,1,0,0,3,4,396.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,6,1,5,0,0,0,0,3,4,434.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
25.0,1,2,2,0,1,1,0,3,4,322.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
53.0,1,1,0,0,1,0,0,3,4,545.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
59.0,5,0,6,0,0,0,0,3,4,413.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,0,1,6,0,0,0,1,3,4,34.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
47.0,9,1,5,0,1,0,0,3,4,586.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,7,2,6,0,0,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
24.0,7,2,2,0,1,0,0,3,4,73.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
36.0,0,0,3,0,0,0,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
28.0,1,2,0,0,0,0,0,3,4,186.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
44.0,0,1,1,0,0,0,0,3,4,212.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
42.0,0,1,6,0,0,0,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,0,0,3,0,0,0,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,0,1,1,0,0,0,0,3,4,312.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,2,1,0,0,0,0,3,4,638.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
36.0,7,1,3,0,0,0,0,3,4,98.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
24.0,9,1,3,0,0,0,0,3,4,517.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
48.0,7,1,2,0,0,0,0,3,4,271.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,9,2,5,0,1,0,0,3,4,100.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
25.0,7,1,3,0,0,0,0,3,4,206.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,9,2,6,0,1,1,0,3,4,166.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,7,1,3,0,1,0,0,3,4,644.5,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,9,2,6,0,0,0,0,3,4,259.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,4,1,6,0,1,0,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
31.0,9,2,5,0,0,0,1,3,4,296.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
33.0,2,1,2,0,1,1,1,3,4,85.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
55.0,0,1,6,0,1,0,0,3,4,323.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,9,2,6,0,1,0,0,3,4,438.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
33.0,1,1,2,0,0,0,0,3,4,218.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
58.0,5,1,0,0,0,0,0,3,4,119.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
23.0,0,2,5,0,1,0,0,3,4,332.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
57.0,9,1,0,0,0,0,0,3,4,158.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,1,1,2,0,0,0,0,3,4,125.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,7,2,6,0,1,0,0,3,4,288.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
43.0,4,1,6,0,1,0,0,3,4,129.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
50.0,6,0,6,0,1,0,0,3,4,544.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,1,2,6,0,0,0,0,3,4,91.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,2,1,0,0,1,0,0,3,4,448.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,7,2,2,0,0,0,0,3,4,168.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,0,2,6,0,0,0,0,3,4,203.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
48.0,9,0,5,0,1,0,0,3,4,118.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
23.0,0,2,5,0,1,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
39.0,1,1,6,0,1,0,0,3,4,123.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
56.0,4,0,3,0,0,1,0,3,4,361.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,1,3,0,0,0,0,3,4,248.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,7,2,2,0,0,0,0,3,4,644.5,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,1,1,1,0,1,0,0,3,4,55.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,0,2,6,0,1,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
30.0,4,1,6,0,1,0,1,3,4,90.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,9,2,3,0,0,0,1,3,4,239.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
53.0,0,1,6,0,0,1,0,3,4,122.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
37.0,1,1,2,0,1,0,0,3,4,644.5,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
35.0,2,1,6,0,1,0,1,3,4,82.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,9,2,5,0,1,0,0,3,4,361.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
33.0,0,2,6,0,0,0,1,3,4,67.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
21.0,1,1,2,0,1,0,0,3,4,644.5,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
36.0,1,1,2,0,0,0,0,3,4,339.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
53.0,7,1,5,0,1,0,0,3,4,185.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,9,2,6,0,0,1,1,3,4,203.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,9,2,6,0,0,1,1,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
46.0,0,0,3,0,0,1,0,3,4,400.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
23.0,0,2,5,0,0,0,0,3,4,580.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,1,1,1,0,0,0,0,3,4,179.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,1,2,0,0,0,0,0,3,4,475.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
42.0,9,2,3,0,0,0,0,3,4,58.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,4,1,6,0,1,1,0,3,4,229.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,1,1,1,0,0,0,0,3,4,530.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
25.0,1,1,2,0,1,0,0,3,4,497.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,9,1,2,0,1,0,0,3,4,81.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
53.0,1,1,1,0,1,0,0,3,4,362.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
42.0,0,1,6,0,0,1,0,3,4,255.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
23.0,0,2,5,0,0,1,0,3,4,206.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
42.0,6,1,6,0,0,0,1,3,4,185.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
56.0,1,1,2,0,1,0,0,3,4,125.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
42.0,6,1,6,0,0,0,0,3,4,644.5,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
49.0,6,0,6,0,1,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
51.0,0,1,2,0,1,0,0,3,4,228.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
30.0,9,0,5,0,0,0,0,3,4,180.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,9,0,5,0,0,1,0,3,4,644.5,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
28.0,0,1,6,0,1,0,0,3,4,510.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
33.0,9,1,6,0,1,0,0,3,4,162.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,0,2,6,0,1,0,0,3,4,413.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
54.0,3,1,0,0,1,0,0,3,4,198.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
55.0,4,1,2,0,1,0,0,3,4,421.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
25.0,7,2,2,0,0,0,1,3,4,350.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
35.0,0,1,5,0,1,0,0,3,4,322.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,0,1,3,0,0,0,0,3,4,201.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
36.0,2,1,6,0,0,0,0,3,4,638.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
28.0,0,2,3,0,0,1,0,3,4,437.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,7,0,2,0,0,0,0,3,4,68.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
28.0,0,2,6,0,1,0,0,3,4,147.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,7,1,3,0,0,0,1,3,4,248.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
57.0,1,1,1,0,1,0,0,3,4,108.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
50.0,4,1,6,0,1,0,0,3,4,110.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,1,1,1,0,0,0,0,3,4,328.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
56.0,5,1,5,0,1,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,1,1,2,0,1,0,0,3,4,305.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
22.0,0,2,3,0,1,0,1,3,4,293.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,9,1,5,0,1,0,0,3,4,68.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
44.0,7,1,6,0,1,1,1,3,4,329.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,1,1,1,0,1,1,1,3,4,329.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,1,1,1,0,0,0,0,3,4,609.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
49.0,0,1,3,0,0,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,7,1,6,0,1,1,0,3,4,644.5,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
35.0,7,1,2,0,1,1,0,3,4,252.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,1,2,2,0,1,0,0,3,4,644.5,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
48.0,9,0,5,0,0,0,0,3,4,127.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
37.0,0,1,3,0,1,1,0,3,4,205.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
59.0,7,1,3,0,1,0,0,3,4,476.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,1,1,1,0,1,0,0,3,4,158.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
24.0,7,2,3,0,0,0,0,3,4,74.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
28.0,0,1,3,0,0,0,0,3,4,419.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,1,1,1,0,1,0,1,3,4,165.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
35.0,4,2,6,0,1,1,0,3,4,408.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
39.0,3,2,0,0,0,0,1,3,4,135.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
23.0,7,2,3,0,1,0,0,3,4,644.5,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
52.0,3,1,3,0,1,0,0,3,4,41.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
38.0,2,1,6,0,1,0,1,3,4,83.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
30.0,0,0,1,0,0,0,0,3,4,144.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
60.0,1,1,0,0,1,0,0,3,4,293.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
44.0,1,0,2,0,0,0,1,3,4,161.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
50.0,0,1,6,0,1,0,1,3,4,173.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,7,2,3,0,1,0,0,3,4,156.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,1,2,0,0,0,0,3,4,280.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
47.0,6,1,2,0,1,0,0,3,4,644.5,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
43.0,0,1,6,0,1,0,1,3,4,122.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
60.0,6,1,6,0,1,0,0,3,4,416.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
27.0,9,1,5,0,0,0,1,3,4,36.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
50.0,0,2,6,0,1,0,0,3,4,623.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,1,2,0,0,0,0,0,3,4,53.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,2,1,6,0,0,0,0,3,4,279.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
36.0,7,0,3,0,0,0,0,3,4,532.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
48.0,7,1,2,0,1,0,0,3,4,107.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,1,0,0,0,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
34.0,4,1,6,0,0,0,0,3,4,85.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
31.0,1,1,0,0,1,0,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,0,0,6,0,0,0,1,3,4,97.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,1,2,2,0,1,1,0,3,4,171.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,1,2,5,0,1,0,0,3,4,505.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,9,1,5,0,0,0,0,3,4,495.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
58.0,9,1,6,0,0,0,0,3,4,644.5,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
41.0,1,1,1,0,1,0,0,3,4,111.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,6,1,5,0,1,1,0,3,4,644.5,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,1
24.0,0,1,6,0,1,1,0,3,4,84.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
48.0,9,0,5,0,1,1,0,3,4,547.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
27.0,0,1,3,0,1,0,1,3,4,103.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
26.0,1,1,1,0,0,0,0,3,4,236.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
32.0,7,1,2,0,1,0,1,3,4,71.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,0,0,6,0,0,0,1,3,4,192.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
29.0,7,2,1,0,1,0,0,3,4,476.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.963,5228.1,0
40.0,1,0,2,0,0,0,0,3,2,50.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
29.0,9,2,3,0,0,0,0,3,2,54.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
44.0,0,1,3,0,0,0,0,3,2,42.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
56.0,5,1,0,0,0,0,0,3,2,57.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
31.0,1,2,2,0,0,1,1,3,2,70.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
58.0,1,1,0,0,0,1,0,3,2,265.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
52.0,7,1,3,0,1,0,0,3,2,117.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
42.0,2,1,6,0,1,0,0,3,2,430.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,1
47.0,9,0,3,0,0,0,0,3,2,202.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
41.0,9,2,6,0,0,0,0,3,2,537.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
42.0,0,1,3,0,0,1,0,3,2,219.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
58.0,1,1,0,0,1,0,1,3,2,48.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
52.0,5,1,0,0,1,0,0,3,2,143.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
41.0,1,1,3,0,1,1,0,3,2,241.0,3.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
49.0,7,1,3,0,0,0,0,3,2,63.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
32.0,9,1,6,0,1,0,0,3,2,357.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
41.0,2,2,3,0,1,1,0,3,2,21.0,6.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
44.0,2,1,6,0,0,1,0,3,2,13.0,2.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
27.0,7,2,3,0,1,0,1,3,2,32.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
51.0,9,1,3,0,0,0,0,3,2,73.0,4.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
27.0,7,2,3,0,1,0,0,3,2,148.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
27.0,7,2,3,0,1,0,0,3,2,46.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
43.0,3,0,1,0,0,1,0,3,2,53.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
56.0,1,1,0,0,1,0,0,3,2,119.0,5.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
29.0,1,2,1,0,1,0,0,3,2,92.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
38.0,1,1,1,0,1,0,0,3,2,226.0,1.0,999.0,0.0,1,1.4,93.918,-42.7,4.962,5228.1,0
